"OPM, Organisasi Papua Merdeka",Free West Papua movement
orait,all right
orait orait,certainly
oraitim,fix up
pai,pie
paia,fire
paiawut,firewood
pailat,pilot
pain - pen,pain
painim,look for
painim aut,find out
painim pinis,find
painimautim,discover
paip,pipe
pairitrum,pyrethrum
pait,fight (vb)
pait,war
paitim,hit
paitim,"beat, beat up"
paitim belo,ring the bell
paitim dua,knock at door
palai,lizard
palai,goanna
palamen,parliament
pamkin,pumpkin
pamuk meri,harlot
panggal,frond
paniman,"funnyman, clown"
papa,father
papa,daddy
papai,mushroom
papamama,parents
pas,stuck
pas bilong ol kaikai,menu
"pas, leta",letter
pasim,put on (clothing)
pasim,shut
pasim,strap
pasim,close
pasim,fasten
pasim bel,take contraceptives
pasim kar,park (car) (vb)
pasim let,fasten seatbelt
pasim sua,bandage a wound
pasim tingting,decide
pasin,custom (way)
pasin,"behaviour, manner"
pasin binua,hostility
pasin birua,hatred
pasin birua,ill-will
pasindia,passenger
pasindia,guest
pasindia,bludger
pasis,harbour (n)
paspas,band
paspas bilong bel,"stomach band, belt"
paspas bilong han,arm band
paspas bilong lek,leg
paspot,passport
pastaim,"first, firstly"
pat,part
pater,priest
pati,party
pato,duck
paulim,interfere
paura,powder
paus,suitcase
pawa,"strength, force, power"
pawa,power
payback,"compensation paid for a wrongdoing, but in reprisal more than revenge"
pe,wages
pe,pay (n)
pede,payday
peim dua,pay admission
pekato,sin
pekpek,defecate
pekpek blut,dysentery
pekpek wara,diarrhea
"pelim, no inap mekim",fail
pemit,"permit, license"
pen,hurt
pen,pen
pen bilong maus,lipstick
pen bolpoin or biro,ballpoint
"pen, penim",paint
pensil,pencil
pepa,paper
pepa bilong raitim leta,notepaper
pepa pekpek,toilet paper
"pepa, daka",pepper
"pes, pes olgeta",face
"piak, kapupu","flatulate, fart"
piemvi,PMV
pik,pig
"pik, abus pik",pork
pike,chewing gum
pikinini,child
pikinini,baby
pikinini bilong diwai; prut,fruit
pikinini bilong rot,illegitimate child
pikinini bilong sipsip,lamb
pikinini diwai oliv,olives
pikinini i dring susu yet,baby not yet weaned
pikinini man (bilong em),son
pikinini meri (bilong em),daughter
piksa,film (movie show)
piksa,picture
pikus tri,fig tree
pilai,sport
"pilai, pilaim",play
"pilaim gita, piano","play guitar, piano"
pilim,touch
pilo,cushion
pilo,pillow
pilta,filter
pilum,film (camera)
pin,pin
pin bilong nus,nose pin
pinga,finger
pinga bilong fut/lek,toe
pinis tru,finally
"pinis, pinisim",finish
pipia,scraps
"pipia, rabis",rubbish
pis,fish
pisin,bird
pisin,"totem, clan"
pispis,urinate
pitpit,sugarcane
plai,fly (vb)
plai,flies (bird)
plais,pliers
plang bilong pait,shield
planim,plant
planim,bury
"plantesen, plantesin",plantation
planti,"lot, a"
Planti,plenty
planti,much
planti,many
planti man na meri,crowd
plasta,adhesive/sticking plaster
plastik,plastic
plaua,flower
plaua,flour
plaua bilong kakaruk,comb of chicken/rooster
"ples balus, epot",airport
ples bilong hait,shelter (n)
"ples bilong klaut, heven",sky
ples bilong wetim tren,platform (railway)
"ples i go daun, ples daun",valley
ples kanaka,native village
ples klia,clearing
ples kunai,field
ples kunai,grassy patch
ples lukluk,view (outlook)
ples malomalo,muddy place
"ples nating, ples klia",empty space
ples nogut,bad place
"ples nogut, i gat samting nogut",dangerous place
ples tambu,forbidden place
"ples waswas, rum bilong waswas",bathroom
ples wesan,desert (n)
ples wokabaut,pedestrian crossing
ples wokabaut insait long haus,"corridor, hallway"
"ples, viles",village
plet,plate
plis,please
plo,storey (floor)
"plua, purpur",floor
PMV,public transport
poisen,poison
pok,fork
Police Motu,"early colonial lingua franca, derived from the Motu language"
polis,police
polis stesin,police station
polis stesin,station (police)
polisim,polish
polisman,policeman
politisen,politician
popo,"pawpaw, papaya"
poret,forwards
"poro, poroman",acquaintance
"poro, poroman, pren, wantok",friend
pos,post
"pos opis, posopis, haus pos",post office
poskat,postcard
"poteto, patete",potato
potnait,pay week
poto,photograph (n)
Prai Minista,Prime Minister
praim,fry
praimeri skul,primary school
praipan,frying pan
prairais,fried rice
"prais, pe",price
praut  (provisional),proud
presen,present (gift)
presiden,president
pret,afraid
pret,frightened
"pretman, man bilong pret",coward
profet,prophet
promisim,promise
provins,province
prut det,dates
pukpuk,crocodile
pul bilong kanu,canoe paddle
pul bilong pis,fin of fish
pul bilong trausel,turtle's flipper
pul long kanu,"row, paddle"
pul long kanu,paddle (canoe)
pulap,occupied
pulap,replete
pulap,"full, full up"
pulapim,fill
pulim,seduce
pulim nus,snore
pulim smok,draw on a smoke
pulim win,breathe
"pulim, goapim",rape
"pulim, pulim . . . i kam",pull
pundaun,fall down
"purpur, sket",woman's
pusi,cat
putim,put
rabisim,"denigrate, make fun of"
rabisman,poor man
"raifol, gan",rifle
rais,rice
rait,letter (character)
"raithan, han sut",right (hand)
raitim,write
raitim nem long,sign (vb)
ram,rum
"ran, ron",run
"ranawe, ronwe",run away
ranim,chase
ranim balus,fly a plane
raskol,"raskol, rascal"
rat,rat
ratol,rattle
raun,round
"raunpela mun, bikpela mun",full moon
raunwara,lake
"rausim bel, kilim pikinini long bel","abort, have abortion"
"rausim, autim","get rid of, throw away"
"rausim, troimweim",throw away
redi,ready
redieita,radiator
redim,prepare
redim/wokim kaikai,prepare food
rejistarim pas,register (letter)
rekot,record (n)
ren,rain
ren i kamdaun or pundaun,"raining, it is"
renbo,rainbow
resa,razor
resis,race (contest)
resis,competition
ret,pink
"ret, retpela",red
"retsos, retpela sos",tomato sauce
ria,volcanic fiord
rida,reader
"ridim, ritim",read
ring,ring (n)
ring,washer (on bolt)
ring long telipon,call (telephone)
rip,reef
rises,research
risit,receipt
rokrok,frog
rongim,"wrong, offend"
rop bilong banara,bowstring
"rop, rop bilong diwai",vine
ros,rust
rot,road
rot,"way, choice"
rot,street
rot bilong blut,circulatory system
rot bilong kaikai,digestive system
rum,apartment
rum,room
rum slip,bedroom
sain,"sign, signal (n)"
"sait, hapsait",side
sak,shark
sakim tok,disobey
saksak,"sago, sago palm"
salim,send
"salim, selim",sell
salvinia,weed found in many waterways
"samap, samapim",sew up
samapim,sew
sambai long,guard (vb
sampela,several
sampela,some
sampela taim,sometimes
sampela taim,seldom
samting,"about, approximately"
samting,substance
samting,thing
samting bilong pasim bel,contraceptive for females
samting tru,natural
samting tumbuna,art
samting tumbuna,art
"samting, samting olsem",approximately
san,sun
sanap,"stand up, be erect"
sanap long kot,appear in court
sanapim,"stand up, erect (something)"
sanda,perfume
sandal,sandals
Sande,Sunday
sangana,groin
sangana,armpit
sanglss,sunglasses
"sanguma, puripuri",sorcery
sans,chance
santu,suddenly
sanwis,sandwich
"sap, sappela",sharp
sapim,carve (canoe)
sapos,"suppose, if"
sapos,if
sapota,supporter
sapotim,support
sarap,shut up (talking)
Sarere,Saturday
saripim,cut grass with sarip
"sas, sasim",charge
"satan, setan",devil
sausap,soursoup
saut,South
save,usually
save,understand
save,know
save,science
save,do something regularly
save laik,lightning
save long,know (someone/something)
save mekim/wokim,know how to (do something)
savetingting,wisdom
savol,shovel
"sea, sia",chair
sekan,shake hands
sekim,check
sekon,second (time)
sekreteri,secretary
"seksek, seksekim",shake
sel bilong kokonas,coconut shell
sem,shame
semitrela,semitrailer
sen,chain
senis,change (small money)
senisim,change (transport)
senisim,change money (from notes to coins)
senka(r),tracked vehicle
sentimita,centimetre
sepim,shave
Septemba,September
seven de,Seventh Day Adventist
"seven, sevenpela",seven
sevis stesin,service station
sigaret,cigarettes
sigaret laita,lighter (flint)
sik,ill
sik,sick
sikau,wallaby
sikau bilong antap,tree kangaroo
sikirapim kokonas,scrape coconut
sikirapim tok,chatter
"sikirapim, sikrapim",scrape
"sikis, sikispela",six
Sikismail,Sixmile
"sikman, sikmeri",patient
sikrapim bel bilong,fornicate
sikrapim bel bilong,excite
silva,silver
simen,concrete
simen,cement
sindaun,"sit, sit down"
sindaun or stap,stay
singaut,call out
singaut long,demand (vb)
singaut long,call out to
singautim,call (something or someone)
singsing,concert
singsing,dance and/or sing
singsing,festival
singsing,sing
siot,shirt
sip,ship
sips,chips (Potato)
sipsip,sheep
sipsip,"mutton, lamb"
"siro, nating, not",zero
sirsen,cherry
sis,cheese
sisis,scissors
sista,"sister (nurse, nun)"
sit bilong paia,ash(es)
"sit, sea, sia",seat
skel,weigh
skelim,share out
skelim,weight out
"skelim, lusim",slacken
"sket, siket","skirt, European type"
skin,skin
skin,bark
skin bilong kina,oyster shell
skin i guria,shivering
skin i hat; fiva,fever
skin i kol,chill
skin pas,envelope
skin pilo,pillow slip
skon,scone(s)
skru,joint
skru,"screw, bolt"
skru tuptup,corkscrew
skruim . . . i go,continue
skul,school
skulim,teach
"skweamit, pokona",bullybeef
"slek, lus",slack
slekim masis,strike a match
"slekim, lusim","loosen, slacken"
slika,silk
slip,"sleep, be asleep"
slip,lie down
slip,lying down
slipim,lay (something) down
slo,slow
sloim ka,slow down
"smok, simuk",smoke
smokbalus,jet plane
"smol haus, liklik haus, haus pekpek, toilet",toilet
smolpapa,paternal
snek,snake
sno,fog
sno,mist
so,exhibition
"so, katim long so",saw so
sodawara,soda-water
soim,show (vb)
"sok(s), sokin",sock(s)
soka,soccer
soken bilong han,glove
sokin,stockings
soklet,chocolate
sol,salt
"sol , solda",shoulder
sol na pepa,salt and pepper
solap,swell up
solapim,slap
"soldia, solodia",soldier
solmarasin,"epsom salts, laxative"
solmarasin,laxative
"solmit, mit",corned beef
solwara,sea
sop,soap
sop bilong tit,toothpaste
sop i gat smel,toilet soap
"sop, sop i het gras",shampoo
sops,chops
sopstik,chopsticks
"sore, sori",sad
"sori, sore",sorry
sos,sauce
sosis,sausage
sospen,saucepan
"sospen, sospen graun",clay pot n
"sot, sotpela",short
sothan,shorthand
sotpela trausis,shorts
sotwin,out of breath
soua,sour
spak,spark
spak,drunk
spak brus,"marihuana, marijuana"
spak plag,spark plug
spakman,drunkard
spepat,spare part(s)
spes,space
spet,"spit, spittle"
spet,spade
"spia, supia",spear
"spik, tok, toktok",speak
spirim,spear (Something
spit,speed
spoilim,wreck
spun,spoon
"spunim, savolim",spoon out
sta,star
stabi,stubby
"stadim, glasim",study
stap,be in a place
stap,exist
stap,live (reside)
stap,is
"stap isi , stap gut",behave oneself
stap nating,unemployed
stem,stamp (postage)
stesin,station (government)
stesin,outpost
stia,steering wheel
"stia, stiaim",steer
stiatok,principle
stik kambang,"lime, lemon"
stik suga,sugarcane
stil,theft
stilim,steal
stilman,thief
stilwul,steel wool
Stimsip,Steamships
stirim ka,steer car
ston,stone
ston masis,light the lamp
stori,story
story board,narrative carving done on a wooden board
stov,stove
strafim,punish
straight on - stret,straight on
strena,strainer
stret,"sharp (of time), exactly"
stret,flat
stret,exactly
stret long taim,as soon as
stret long taim,just when
stret nau,immediately
"stret, stretpela",honest
"stret, stretpela",correct
"stretim, lainim tebol",set the table
stretpela,straight
string,string
strong,thick
strong,loud
"strong, strongpela",strong
strongim,promote
strongim bel,settle stomach
strongpela susu,condensed milk
strongpela susu,cream
"stua, stoa",shop (n)
"stua, stoa",store
stuakipa,storekeeper
"studen, sumatin",student
su,shoe(s)
su gumi,sneakers
su let,leather shoes
sua,wound
sua,sore
sua i drai,wound heals
sua i gat susu,sore has pus in it
sua i sting,festered (stinking) wound
subim,push
suga,sugar
sumatin,schoolchild
sup,soup
supia bilong banara,arrow
supia I gat huk,"arrow or spear, barbed"
supsup,fish spear
supsup bilong banara,"arrow, pronged"
susa,sister (kin)
susap,jew's harp
susap,jaw's harp
susu,milk
susu,breast
susu o gris bilong kokonas,coconut cream
susuim pinga,suck finger
sut,injection
sut long,shoot at/with
sutim,shoot
"sutim bel, sutim nus",provoke
sutim kaikai,"dish up, serve food"
sutim long tok,accuse (someone)
sutlam,"torch, headlamps"
swim,swim
"swit, switpela",sweet
switbiskit,sweet biscuit
switbiskit,cookie
switmuli,orange
switpela,pleasant
switpela kaikai,dessert
T-siot,T-shirt
taia i plat,puncture
taia i plat,flat (tyre/tire)
"taia, taia stret",tyre
taim,weather (n)
taim,time
taim bilong kaikai,meal time
taim bilong kol,cold season (winter)
"taim bilong malolo, wiken",free time
taim bilong ren,rainy season
taim bilong ren,wet season
taim bilong san,dry season
taim bilong san,hot season (summer)
taim long san,daytime
taimtebol,timetable
taipim,type
taipis,typist
taipraita,typewriter
tais,swamp
tait,tide
tait i slek,low tide
taitim,tighten
taitim bun,exert oneself
takim,ordered
takis,tax
taksi,taxi
talatala,preacher
tambu,in-laws
tambu,affines
tambu long olgeta,private
"tambu, holi",holy
tambuim,prohibit
tamiok,tomahawk
tang,tongue
tanget,cordyline plant
tanim,turn
tanim mani,change money (from one currency to another)
tanim skru,sprain
tanim smok,roll a smoke
tanim stia,turn steering wheel
"tanim tingting, tanim bel",convert
tanim tok ples,translate
tantanim,turn round
tapa,beaten dark cloth
"tapiok, kasara",tapioca
tarangu,unfortunate(ly)
tarangu,miserable
taro,taro
tasol,just
tasol,however
tasol,only
tasol,but
tasol i na gat,except
taua,tower
taul,towel
taun,town
taunam,mosquito net
tebol,table
"tede, tude",today
tee,ceremony surrounding the giving away of goods to display one's wealth (Enga)
tekewe,take away
tel,tail
"telepon, telipon",telephone
"ten, tenpela",ten
tenkyu,thank you
tep,tape (recording)
teprikoda,tape-recorder
ti,tea (in liquid form)
tiket,ticket
tiket ofis,ticket-office
tiktik,wild sugarcane
tiktik,reeds
tin,"can, tin"
tin,tin
tin pipia,rubbish tin
"ting, tingting",think
tingim . . .,wonder
tingting,thoughts
tingting,opinion
tinmit,tinned meat
tinpis,tinned fish
tipot,teapot
tisa,teacher
tit,teeth
tit,tooth
tit i pen,toothache
toea,toea (monetary unit 1/100 Kina)
tok,word
tok,message
tok,say
tok baksait,gossip about
tok bilas,ridicule
tok bilong bipo yet,myth
tok bilong bipo yet,"fable, myth"
tok bilong ol tumbuna,tradition of ancestors
tok bokis,"secret language, parable"
tok grisim,flatter
tok gude,greet
tok gumi,tall tale
tok hait,secret
tok insait,conscience
tok pait,dispute
tok pait,controversy
tok pisin,Pidgin language
tok ples,local language
tok ples,"local language, first language"
tok tru,truth
tok tru,speak the truth
"tok, toktok",talk
tokautim sin,confess
tokim,tell
toksave,advertisement
toksave,notice
toksave,information
"toksave, tok save long",explain
toktok,conversation
toktok long,talk about
toktok wantaim,converse with
tokwin,rumour
Tolai,tribe which inhabits East New Britain's Gazelle Peninsula
tomato,tomatoe(s)
tos; tostim (bret),toast
"trabel, trabol",trouble
trabelman,troublemaker
traiim,taste (vb)
traim,"try, try on"
traim,tempt
traim,practise
traim,attempt
traipela,large
"traipela, patpela","fat, large"
trak,truck
trausis,trousers
traut,vomit
tren,train
tren,railway
tren stesin,station (railway)
trench - baret,"drain, trench"
tret,thread (n)
"tri, tripela",three
Trinde,Wednesday
tromoi,throw
tromoim,"pay out, get rid of"
"trosel, trausel",turtle
tru,true
tru,really
"tru, tumas, mo mo y",very much
"truck, dump-truck - tipa","tip-truck, dump-truck"
tu,also
"tu, tupela",two
tubel,doubt
"tubel, tumaus, man i gat tupela maus",hypocrite
tudak,dark (colour)
tudak,darkness
tudak,dark (no light)
tuhat,sweat
tulait,very bright
tulait,light (gas)
tultul,consul
"tumas, mo, tru",extremely
"tumas, mo, tru",very
"tumas, tu",too
tumbuan,feather draped ceremonial body mask
tumbuna,ancestors
tumbuna,grandparent(s)
tumora,tomorrow
tunait,tonight
Tunde,Tuesday
tupela,both
tupela marit,married couple
tupela su,both shoes
tupela taim,twice
tuptup,"cover, lid of something"
"turis, kam man",tourist
turnim het,courting ceremony involving rubbing faces together
twenti,twenty
"usket, asket",chin
veranda,"veranda, patio"
vidiorikoda,videorecorder
volkeno,volcano
voluntia,volunteer
vot,vote
"wailimbung,wailimbum",black palm
wailis,radio
wailis,wireless
wailis,telegram
wain,wine
waipa,windscreen wipers
"wait, waitpela",white
waitman,"white man, European"
wan handet,hundred
wan wan or lik lik,few
"wan, wanpela",one
wanbel,agreement
wanblut,blood relative
wanem,which
wanem,what
wanhaus,house/flat mate
wankain,same
wankain,similar
wankain,equal
wankain olsem,"example, for"
wanlain,"person of same (age, social) group"
wanlotu,person of same religion
wannem,namesake
wanpela,"a, an"
wanpela man no meri,somebody
wanpela narapela,each other
"wanpela sait long su, wanpela su",one shoe
wanpela samting,something
wanpela taim,once
wanpela taim mo,once more
wanpela tasol,alone
wanpela wanpela,each
wanpela wanpela taim,occasionally
wanpela wanpela taim,now and then
wanpes,look at
wanpilai,playmate
wanples,person from same village
wanskul,schoolmate
"wansospen, wantebol",messmate
wantaim,with
wantaim,together
wantok,"mate, close friend"
wanwe,one way
wanwok,fellow worker
wanwokabaut,traveling companion
wara,water
wara,river
wara bilong kokonas,"coconut milk, coconut water"
"wara Sepik, riva Sepik",Sepik River
wari,problems
wari,"worry, worries"
wasim,wash
"wasim, baptaisim",baptize
waswas,bathe
waswas,shower (n)
waswas,"wash, bathe"
wataim or wanem taim,when
"we, westap",where
wel,oil
wel limbum,wild black palm
wel pik,wild pig
"wel, welim; gris, grisim",grease
"wel, welpela, wail, wailpela",wild
"welim, grisim",oil (something)
"welman, dripman",wanderer
welpig,"bush Pig, wild pig"
wes,west
westim,waste
wet nating,wait in vain
weta,waiter
wetim,wait for
wetim,expect
"wetliva, lang",lungs
wik,week
wiken,weekend
"wil , taia",wheel (with tyre on)
wilwil,bicycle
win,breath
win,air (n)
win,wind
win masin,air conditioner
windo,window
winim,win
winim,be better than
winim,blow
winim bugol,blow bugle
winim kot,acquitted
winim mambu,play flute or pipe
winskrin,windscreen
wok,"work, job"
wok,duty (obligation)
wok kaikai,work for board and keep
wok long,busy (doing something)
wok sip,stevedore
wokabaut,walk (vb)
wokabaut,travel
wokabaut,"trip, tour"
wokabaut,journey
wokabaut long sip,voyage (n)
wokim,make
wokim,build (something)
wokim glas i go antap,wind up a window
wokim gut,repair (vb)
"wokim, paitim bret",knead bread
wokman,"worker, workman"
woksop,workshop
"ya, yes",yes
yangpela,young
"yau, ia",ear
yaupas,deaf
"yelo, yelopela",yellow
yesa,agree
yet,already
yet,still (adv)
yet,yet
yia,year
yis,yeast
yu mekim wanem?,what are you doing?
"yu, yupela",you
yumitripela,we (three incl)
yumitupela,you and I
yumitupela,we (two incl
yumitupela,you (three)
"yunivesiti, univesiti",university
yusim,use
yutupela,you (two)
